MVNR01018673.1	orpheusFish_scaffold18673
MVNR01001519.1	orpheusFish_scaffold1519
MVNR01013737.1	orpheusFish_scaffold13737
MVNR01006403.1	NW_019035519.1
MVNR01009371.1	orpheusFish_scaffold9371
MVNR01008595.1	NW_019037711.1
MVNR01026799.1	orpheusFish_scaffold26799
MVNR01017186.1	orpheusFish_scaffold17186
MVNR01017869.1	NW_019046985.1
MVNR01021549.1	orpheusFish_scaffold21549
MVNR01007509.1	NW_019036625.1
MVNR01007375.1	orpheusFish_scaffold7375
MVNR01008547.1	orpheusFish_scaffold8547
MVNR01024806.1	orpheusFish_scaffold24806
MVNR01003297.1	orpheusFish_scaffold3297
MVNR01006818.1	NW_019035934.1
MVNR01004749.1	NW_019033865.1
MVNR01012748.1	NW_019041864.1
MVNR01006129.1	orpheusFish_scaffold6129
MVNR01020255.1	orpheusFish_scaffold20255
MVNR01005493.1	NW_019034609.1
MVNR01010655.1	NW_019039771.1
MVNR01003576.1	orpheusFish_scaffold3576
MVNR01006651.1	orpheusFish_scaffold6651
MVNR01027927.1	NW_019057043.1
MVNR01019463.1	NW_019048579.1
MVNR01021399.1	NW_019050515.1
MVNR01000967.1	NW_019030083.1
MVNR01010957.1	NW_019040073.1
MVNR01029123.1	NW_019058239.1
MVNR01001246.1	NW_019030362.1
MVNR01004560.1	NW_019033676.1
MVNR01004655.1	orpheusFish_scaffold4655
MVNR01010860.1	NW_019039976.1
MVNR01027169.1	orpheusFish_scaffold27169
MVNR01006593.1	orpheusFish_scaffold6593
MVNR01003615.1	NW_019032731.1
MVNR01001057.1	orpheusFish_scaffold1057
MVNR01027998.1	orpheusFish_scaffold27998
MVNR01029727.1	orpheusFish_scaffold29727
MVNR01027422.1	orpheusFish_scaffold27422
MVNR01007353.1	NW_019036469.1
MVNR01028879.1	NW_019057995.1
MVNR01026170.1	orpheusFish_scaffold26170
MVNR01018501.1	orpheusFish_scaffold18501
MVNR01029596.1	NW_019058712.1
MVNR01026147.1	orpheusFish_scaffold26147
MVNR01007105.1	orpheusFish_scaffold7105
MVNR01018370.1	NW_019047486.1
MVNR01012841.1	NW_019041957.1
MVNR01009508.1	orpheusFish_scaffold9508
MVNR01004140.1	orpheusFish_scaffold4140
MVNR01025640.1	NW_019054756.1
MVNR01018378.1	orpheusFish_scaffold18378
MVNR01002136.1	orpheusFish_scaffold2136
MVNR01017156.1	orpheusFish_scaffold17156
MVNR01027588.1	orpheusFish_scaffold27588
MVNR01011895.1	NW_019041011.1
MVNR01022760.1	orpheusFish_scaffold22760
MVNR01002660.1	NW_019031776.1
MVNR01022767.1	orpheusFish_scaffold22767
MVNR01001533.1	orpheusFish_scaffold1533
MVNR01009400.1	orpheusFish_scaffold9400
MVNR01011941.1	orpheusFish_scaffold11941
MVNR01010398.1	orpheusFish_scaffold10398
MVNR01016290.1	orpheusFish_scaffold16290
MVNR01014802.1	NW_019043918.1
MVNR01025074.1	NW_019054190.1
MVNR01007444.1	NW_019036560.1
MVNR01022230.1	NW_019051346.1
MVNR01026685.1	NW_019055801.1
MVNR01029633.1	NW_019058749.1
MVNR01030243.1	NW_019059359.1
MVNR01027659.1	orpheusFish_scaffold27659
MVNR01000433.1	NW_019029549.1
MVNR01016214.1	NW_019045330.1
MVNR01019846.1	NW_019048962.1
MVNR01021620.1	orpheusFish_scaffold21620
MVNR01026692.1	orpheusFish_scaffold26692
MVNR01011099.1	NW_019040215.1
MVNR01015130.1	NW_019044246.1
MVNR01026025.1	orpheusFish_scaffold26025
MVNR01020357.1	orpheusFish_scaffold20357
MVNR01004425.1	orpheusFish_scaffold4425
MVNR01017417.1	NW_019046533.1
MVNR01001800.1	NW_019030916.1
MVNR01017309.1	orpheusFish_scaffold17309
MVNR01027399.1	NW_019056515.1
MVNR01007640.1	orpheusFish_scaffold7640
MVNR01023834.1	NW_019052950.1
MVNR01016817.1	orpheusFish_scaffold16817
MVNR01022229.1	orpheusFish_scaffold22229
MVNR01018725.1	NW_019047841.1
MVNR01005515.1	orpheusFish_scaffold5515
MVNR01018550.1	NW_019047666.1
MVNR01001983.1	NW_019031099.1
MVNR01005514.1	NW_019034630.1
MVNR01010528.1	NW_019039644.1
MVNR01026042.1	orpheusFish_scaffold26042
MVNR01021010.1	orpheusFish_scaffold21010
MVNR01001868.1	orpheusFish_scaffold1868
MVNR01018816.1	orpheusFish_scaffold18816
MVNR01028969.1	orpheusFish_scaffold28969
MVNR01028845.1	orpheusFish_scaffold28845
MVNR01023009.1	orpheusFish_scaffold23009
MVNR01004963.1	orpheusFish_scaffold4963
MVNR01023296.1	NW_019052412.1
MVNR01017227.1	orpheusFish_scaffold17227
MVNR01022525.1	NW_019051641.1
MVNR01016482.1	orpheusFish_scaffold16482
MVNR01000773.1	NW_019029889.1
MVNR01015681.1	orpheusFish_scaffold15681
MVNR01003419.1	NW_019032535.1
MVNR01026255.1	NW_019055371.1
MVNR01025647.1	orpheusFish_scaffold25647
MVNR01010484.1	NW_019039600.1
MVNR01012287.1	NW_019041403.1
MVNR01018666.1	orpheusFish_scaffold18666
MVNR01019275.1	NW_019048391.1
MVNR01004050.1	orpheusFish_scaffold4050
MVNR01013803.1	orpheusFish_scaffold13803
MVNR01009394.1	orpheusFish_scaffold9394
MVNR01025391.1	orpheusFish_scaffold25391
MVNR01000785.1	orpheusFish_scaffold785
MVNR01012369.1	orpheusFish_scaffold12369
MVNR01016746.1	NW_019045862.1
MVNR01012566.1	NW_019041682.1
MVNR01026204.1	orpheusFish_scaffold26204
MVNR01030115.1	orpheusFish_scaffold30115
MVNR01019187.1	orpheusFish_scaffold19187
MVNR01014670.1	NW_019043786.1
MVNR01028075.1	NW_019057191.1
MVNR01019486.1	orpheusFish_scaffold19486
MVNR01016179.1	orpheusFish_scaffold16179
MVNR01021927.1	NW_019051043.1
MVNR01004789.1	NW_019033905.1
MVNR01028255.1	NW_019057371.1
MVNR01014824.1	NW_019043940.1
MVNR01024157.1	NW_019053273.1
MVNR01010815.1	orpheusFish_scaffold10815
MVNR01000700.1	orpheusFish_scaffold700
MVNR01007125.1	orpheusFish_scaffold7125
MVNR01016465.1	orpheusFish_scaffold16465
MVNR01019014.1	orpheusFish_scaffold19014
MVNR01011516.1	NW_019040632.1
MVNR01001956.1	orpheusFish_scaffold1956
MVNR01003139.1	NW_019032255.1
MVNR01028188.1	orpheusFish_scaffold28188
MVNR01014903.1	orpheusFish_scaffold14903
MVNR01026042.1	NW_019055158.1
MVNR01018714.1	NW_019047830.1
MVNR01009509.1	NW_019038625.1
MVNR01015235.1	orpheusFish_scaffold15235
MVNR01018717.1	NW_019047833.1
MVNR01021129.1	orpheusFish_scaffold21129
MVNR01010628.1	NW_019039744.1
MVNR01013448.1	orpheusFish_scaffold13448
MVNR01006761.1	NW_019035877.1
MVNR01019852.1	NW_019048968.1
MVNR01003249.1	NW_019032365.1
MVNR01009107.1	orpheusFish_scaffold9107
MVNR01026574.1	NW_019055690.1
MVNR01016568.1	NW_019045684.1
MVNR01016431.1	NW_019045547.1
MVNR01026802.1	NW_019055918.1
MVNR01021521.1	orpheusFish_scaffold21521
MVNR01023206.1	NW_019052322.1
MVNR01030325.1	orpheusFish_scaffold30325
MVNR01011476.1	NW_019040592.1
MVNR01016852.1	orpheusFish_scaffold16852
MVNR01026171.1	NW_019055287.1
MVNR01009813.1	NW_019038929.1
MVNR01013443.1	NW_019042559.1
MVNR01008094.1	NW_019037210.1
MVNR01016841.1	NW_019045957.1
MVNR01000611.1	NW_019029727.1
MVNR01013326.1	NW_019042442.1
MVNR01003043.1	orpheusFish_scaffold3043
MVNR01015093.1	orpheusFish_scaffold15093
MVNR01028705.1	NW_019057821.1
MVNR01019775.1	NW_019048891.1
MVNR01011646.1	NW_019040762.1
MVNR01001287.1	NW_019030403.1
MVNR01003270.1	orpheusFish_scaffold3270
MVNR01015104.1	orpheusFish_scaffold15104
MVNR01018713.1	orpheusFish_scaffold18713
MVNR01021043.1	NW_019050159.1
MVNR01009432.1	NW_019038548.1
MVNR01009878.1	orpheusFish_scaffold9878
MVNR01028521.1	orpheusFish_scaffold28521
MVNR01014425.1	NW_019043541.1
MVNR01025738.1	NW_019054854.1
MVNR01014072.1	NW_019043188.1
MVNR01007987.1	orpheusFish_scaffold7987
MVNR01023839.1	NW_019052955.1
MVNR01012335.1	orpheusFish_scaffold12335
MVNR01011796.1	NW_019040912.1
MVNR01006040.1	orpheusFish_scaffold6040
MVNR01021453.1	orpheusFish_scaffold21453
MVNR01006530.1	orpheusFish_scaffold6530
MVNR01029653.1	orpheusFish_scaffold29653
MVNR01018344.1	NW_019047460.1
MVNR01002995.1	orpheusFish_scaffold2995
MVNR01012967.1	NW_019042083.1
MVNR01017769.1	NW_019046885.1
MVNR01025115.1	NW_019054231.1
MVNR01004057.1	orpheusFish_scaffold4057
MVNR01016487.1	NW_019045603.1
MVNR01005886.1	NW_019035002.1
MVNR01022207.1	orpheusFish_scaffold22207
MVNR01000322.1	NW_019029438.1
MVNR01014750.1	orpheusFish_scaffold14750
MVNR01004516.1	NW_019033632.1
MVNR01009406.1	NW_019038522.1
MVNR01002842.1	NW_019031958.1
MVNR01020403.1	orpheusFish_scaffold20403
MVNR01022067.1	orpheusFish_scaffold22067
MVNR01009950.1	NW_019039066.1
MVNR01004615.1	orpheusFish_scaffold4615
MVNR01025353.1	orpheusFish_scaffold25353
MVNR01013656.1	NW_019042772.1
MVNR01020904.1	NW_019050020.1
MVNR01024467.1	orpheusFish_scaffold24467
MVNR01001714.1	orpheusFish_scaffold1714
MVNR01015198.1	NW_019044314.1
MVNR01000834.1	orpheusFish_scaffold834
MVNR01003373.1	orpheusFish_scaffold3373
MVNR01004206.1	NW_019033322.1
MVNR01016840.1	orpheusFish_scaffold16840
MVNR01018915.1	orpheusFish_scaffold18915
MVNR01015507.1	orpheusFish_scaffold15507
MVNR01012675.1	orpheusFish_scaffold12675
MVNR01024371.1	orpheusFish_scaffold24371
MVNR01015908.1	NW_019045024.1
MVNR01004682.1	NW_019033798.1
MVNR01026674.1	orpheusFish_scaffold26674
MVNR01008902.1	NW_019038018.1
MVNR01016247.1	orpheusFish_scaffold16247
MVNR01011609.1	NW_019040725.1
MVNR01013747.1	NW_019042863.1
MVNR01000724.1	orpheusFish_scaffold724
MVNR01008167.1	orpheusFish_scaffold8167
MVNR01000275.1	NW_019029391.1
MVNR01016827.1	orpheusFish_scaffold16827
MVNR01026786.1	NW_019055902.1
MVNR01025313.1	orpheusFish_scaffold25313
MVNR01028484.1	orpheusFish_scaffold28484
MVNR01017833.1	orpheusFish_scaffold17833
MVNR01001999.1	orpheusFish_scaffold1999
MVNR01004847.1	NW_019033963.1
MVNR01002972.1	NW_019032088.1
MVNR01001341.1	NW_019030457.1
MVNR01025205.1	NW_019054321.1
MVNR01001896.1	NW_019031012.1
MVNR01006313.1	orpheusFish_scaffold6313
MVNR01023683.1	orpheusFish_scaffold23683
MVNR01014741.1	NW_019043857.1
MVNR01026672.1	NW_019055788.1
MVNR01025601.1	NW_019054717.1
MVNR01026050.1	NW_019055166.1
MVNR01014594.1	NW_019043710.1
MVNR01026209.1	orpheusFish_scaffold26209
MVNR01028816.1	orpheusFish_scaffold28816
MVNR01022657.1	NW_019051773.1
MVNR01012695.1	NW_019041811.1
MVNR01028396.1	NW_019057512.1
MVNR01014875.1	NW_019043991.1
MVNR01025635.1	NW_019054751.1
MVNR01029340.1	orpheusFish_scaffold29340
MVNR01005275.1	NW_019034391.1
MVNR01027643.1	NW_019056759.1
MVNR01029447.1	NW_019058563.1
MVNR01022646.1	orpheusFish_scaffold22646
MVNR01021156.1	orpheusFish_scaffold21156
MVNR01015615.1	NW_019044731.1
MVNR01007824.1	NW_019036940.1
MVNR01019777.1	NW_019048893.1
MVNR01006164.1	orpheusFish_scaffold6164
MVNR01015349.1	orpheusFish_scaffold15349
MVNR01021931.1	orpheusFish_scaffold21931
MVNR01029333.1	orpheusFish_scaffold29333
MVNR01009658.1	orpheusFish_scaffold9658
MVNR01022685.1	orpheusFish_scaffold22685
MVNR01015091.1	orpheusFish_scaffold15091
MVNR01021618.1	NW_019050734.1
MVNR01004244.1	NW_019033360.1
MVNR01008221.1	NW_019037337.1
MVNR01022863.1	orpheusFish_scaffold22863
MVNR01027247.1	NW_019056363.1
MVNR01027341.1	orpheusFish_scaffold27341
MVNR01018244.1	NW_019047360.1
MVNR01000103.1	NW_019029219.1
MVNR01003795.1	orpheusFish_scaffold3795
MVNR01012585.1	NW_019041701.1
MVNR01019732.1	NW_019048848.1
MVNR01009057.1	orpheusFish_scaffold9057
MVNR01009034.1	NW_019038150.1
MVNR01014386.1	orpheusFish_scaffold14386
MVNR01016206.1	NW_019045322.1
MVNR01029852.1	NW_019058968.1
MVNR01021300.1	orpheusFish_scaffold21300
MVNR01022183.1	orpheusFish_scaffold22183
MVNR01012063.1	orpheusFish_scaffold12063
MVNR01018013.1	NW_019047129.1
MVNR01014950.1	orpheusFish_scaffold14950
MVNR01020239.1	NW_019049355.1
MVNR01028323.1	NW_019057439.1
MVNR01015515.1	NW_019044631.1
MVNR01025015.1	orpheusFish_scaffold25015
MVNR01012114.1	NW_019041230.1
MVNR01025153.1	NW_019054269.1
MVNR01012669.1	orpheusFish_scaffold12669
MVNR01005823.1	NW_019034939.1
MVNR01004309.1	orpheusFish_scaffold4309
MVNR01009938.1	orpheusFish_scaffold9938
MVNR01021594.1	orpheusFish_scaffold21594
MVNR01019537.1	orpheusFish_scaffold19537
MVNR01011017.1	NW_019040133.1
MVNR01012386.1	orpheusFish_scaffold12386
MVNR01002916.1	orpheusFish_scaffold2916
MVNR01003785.1	NW_019032901.1
MVNR01017758.1	NW_019046874.1
MVNR01020960.1	NW_019050076.1
MVNR01006961.1	orpheusFish_scaffold6961
MVNR01015453.1	NW_019044569.1
MVNR01013058.1	orpheusFish_scaffold13058
MVNR01022505.1	NW_019051621.1
MVNR01029567.1	orpheusFish_scaffold29567
MVNR01026229.1	NW_019055345.1
MVNR01015804.1	orpheusFish_scaffold15804
MVNR01017298.1	orpheusFish_scaffold17298
MVNR01025436.1	NW_019054552.1
MVNR01023091.1	orpheusFish_scaffold23091
MVNR01014865.1	NW_019043981.1
MVNR01005267.1	NW_019034383.1
MVNR01007717.1	orpheusFish_scaffold7717
MVNR01016457.1	orpheusFish_scaffold16457
MVNR01003481.1	NW_019032597.1
MVNR01013241.1	NW_019042357.1
MVNR01028037.1	NW_019057153.1
MVNR01003893.1	NW_019033009.1
MVNR01023572.1	orpheusFish_scaffold23572
MVNR01003977.1	NW_019033093.1
MVNR01016672.1	orpheusFish_scaffold16672
MVNR01009858.1	orpheusFish_scaffold9858
MVNR01015048.1	NW_019044164.1
MVNR01023199.1	orpheusFish_scaffold23199
MVNR01014667.1	NW_019043783.1
MVNR01014097.1	orpheusFish_scaffold14097
MVNR01009360.1	orpheusFish_scaffold9360
MVNR01009980.1	orpheusFish_scaffold9980
MVNR01006798.1	NW_019035914.1
MVNR01030044.1	orpheusFish_scaffold30044
MVNR01023042.1	NW_019052158.1
MVNR01007573.1	orpheusFish_scaffold7573
MVNR01017185.1	NW_019046301.1
MVNR01005000.1	orpheusFish_scaffold5000
MVNR01015576.1	orpheusFish_scaffold15576
MVNR01007070.1	NW_019036186.1
MVNR01007460.1	orpheusFish_scaffold7460
MVNR01008880.1	NW_019037996.1
MVNR01013951.1	NW_019043067.1
MVNR01026091.1	NW_019055207.1
MVNR01007004.1	orpheusFish_scaffold7004
MVNR01022534.1	NW_019051650.1
MVNR01010517.1	orpheusFish_scaffold10517
MVNR01011927.1	orpheusFish_scaffold11927
MVNR01023691.1	orpheusFish_scaffold23691
MVNR01026678.1	orpheusFish_scaffold26678
MVNR01024517.1	orpheusFish_scaffold24517
MVNR01009244.1	NW_019038360.1
MVNR01007034.1	NW_019036150.1
MVNR01025999.1	orpheusFish_scaffold25999
MVNR01016328.1	orpheusFish_scaffold16328
MVNR01026786.1	orpheusFish_scaffold26786
MVNR01005063.1	orpheusFish_scaffold5063
MVNR01004721.1	orpheusFish_scaffold4721
MVNR01019501.1	NW_019048617.1
MVNR01022827.1	NW_019051943.1
MVNR01026186.1	orpheusFish_scaffold26186
MVNR01016602.1	NW_019045718.1
MVNR01025552.1	NW_019054668.1
MVNR01021279.1	orpheusFish_scaffold21279
MVNR01028395.1	NW_019057511.1
MVNR01003268.1	orpheusFish_scaffold3268
MVNR01002682.1	NW_019031798.1
MVNR01013434.1	orpheusFish_scaffold13434
MVNR01013733.1	orpheusFish_scaffold13733
MVNR01007772.1	NW_019036888.1
MVNR01014151.1	orpheusFish_scaffold14151
MVNR01026235.1	orpheusFish_scaffold26235
MVNR01016504.1	NW_019045620.1
MVNR01001579.1	NW_019030695.1
MVNR01012809.1	NW_019041925.1
MVNR01014282.1	NW_019043398.1
MVNR01009566.1	NW_019038682.1
MVNR01011610.1	orpheusFish_scaffold11610
MVNR01019207.1	orpheusFish_scaffold19207
MVNR01002473.1	orpheusFish_scaffold2473
MVNR01015980.1	NW_019045096.1
MVNR01001279.1	NW_019030395.1
MVNR01016107.1	NW_019045223.1
MVNR01021417.1	orpheusFish_scaffold21417
MVNR01024317.1	NW_019053433.1
MVNR01003662.1	NW_019032778.1
MVNR01027176.1	NW_019056292.1
MVNR01022800.1	orpheusFish_scaffold22800
MVNR01010488.1	orpheusFish_scaffold10488
MVNR01028551.1	orpheusFish_scaffold28551
MVNR01010503.1	orpheusFish_scaffold10503
MVNR01003504.1	orpheusFish_scaffold3504
MVNR01006772.1	orpheusFish_scaffold6772
MVNR01022426.1	NW_019051542.1
MVNR01002830.1	NW_019031946.1
MVNR01019239.1	NW_019048355.1
MVNR01028679.1	orpheusFish_scaffold28679
MVNR01001602.1	NW_019030718.1
MVNR01017348.1	orpheusFish_scaffold17348
MVNR01029639.1	orpheusFish_scaffold29639
MVNR01024192.1	NW_019053308.1
MVNR01025049.1	NW_019054165.1
MVNR01010764.1	orpheusFish_scaffold10764
MVNR01008945.1	orpheusFish_scaffold8945
MVNR01021510.1	orpheusFish_scaffold21510
MVNR01001836.1	orpheusFish_scaffold1836
MVNR01012201.1	orpheusFish_scaffold12201
MVNR01027785.1	orpheusFish_scaffold27785
MVNR01005367.1	orpheusFish_scaffold5367
MVNR01016436.1	NW_019045552.1
MVNR01017837.1	NW_019046953.1
MVNR01010998.1	NW_019040114.1
MVNR01001352.1	NW_019030468.1
MVNR01018269.1	orpheusFish_scaffold18269
MVNR01007206.1	orpheusFish_scaffold7206
MVNR01012790.1	NW_019041906.1
MVNR01010981.1	NW_019040097.1
MVNR01028643.1	NW_019057759.1
MVNR01025881.1	orpheusFish_scaffold25881
MVNR01007414.1	NW_019036530.1
MVNR01029177.1	orpheusFish_scaffold29177
MVNR01028471.1	orpheusFish_scaffold28471
MVNR01015253.1	orpheusFish_scaffold15253
MVNR01006953.1	orpheusFish_scaffold6953
MVNR01018967.1	orpheusFish_scaffold18967
MVNR01014660.1	orpheusFish_scaffold14660
MVNR01008605.1	NW_019037721.1
MVNR01025028.1	NW_019054144.1
MVNR01016417.1	orpheusFish_scaffold16417
MVNR01005523.1	NW_019034639.1
MVNR01007585.1	orpheusFish_scaffold7585
MVNR01008465.1	NW_019037581.1
MVNR01001820.1	NW_019030936.1
MVNR01029357.1	orpheusFish_scaffold29357
MVNR01006685.1	NW_019035801.1
MVNR01027493.1	NW_019056609.1
MVNR01012234.1	NW_019041350.1
MVNR01017122.1	orpheusFish_scaffold17122
MVNR01015451.1	NW_019044567.1
MVNR01012661.1	orpheusFish_scaffold12661
MVNR01004079.1	NW_019033195.1
MVNR01003435.1	NW_019032551.1
MVNR01006731.1	orpheusFish_scaffold6731
MVNR01030078.1	NW_019059194.1
MVNR01017168.1	NW_019046284.1
MVNR01028504.1	orpheusFish_scaffold28504
MVNR01003220.1	orpheusFish_scaffold3220
MVNR01000046.1	NW_019029162.1
MVNR01020161.1	orpheusFish_scaffold20161
MVNR01000318.1	NW_019029434.1
MVNR01017339.1	orpheusFish_scaffold17339
MVNR01005408.1	NW_019034524.1
MVNR01013888.1	NW_019043004.1
MVNR01023130.1	orpheusFish_scaffold23130
MVNR01017665.1	NW_019046781.1
MVNR01017028.1	NW_019046144.1
MVNR01004865.1	NW_019033981.1
MVNR01015615.1	orpheusFish_scaffold15615
MVNR01025519.1	NW_019054635.1
MVNR01016777.1	orpheusFish_scaffold16777
MVNR01007478.1	NW_019036594.1
MVNR01019910.1	orpheusFish_scaffold19910
MVNR01010856.1	orpheusFish_scaffold10856
MVNR01001483.1	NW_019030599.1
MVNR01009742.1	orpheusFish_scaffold9742
MVNR01005401.1	orpheusFish_scaffold5401
MVNR01000571.1	NW_019029687.1
MVNR01018019.1	NW_019047135.1
MVNR01005846.1	NW_019034962.1
MVNR01006991.1	NW_019036107.1
MVNR01022567.1	orpheusFish_scaffold22567
MVNR01021880.1	NW_019050996.1
MVNR01028590.1	orpheusFish_scaffold28590
MVNR01016271.1	orpheusFish_scaffold16271
MVNR01010596.1	orpheusFish_scaffold10596
MVNR01002008.1	NW_019031124.1
MVNR01013327.1	orpheusFish_scaffold13327
MVNR01016508.1	orpheusFish_scaffold16508
MVNR01007921.1	NW_019037037.1
MVNR01027646.1	NW_019056762.1
MVNR01004759.1	NW_019033875.1
MVNR01027575.1	orpheusFish_scaffold27575
MVNR01011908.1	NW_019041024.1
MVNR01011192.1	NW_019040308.1
MVNR01012482.1	orpheusFish_scaffold12482
MVNR01023751.1	NW_019052867.1
MVNR01003300.1	orpheusFish_scaffold3300
MVNR01021573.1	NW_019050689.1
MVNR01020764.1	NW_019049880.1
MVNR01020185.1	orpheusFish_scaffold20185
MVNR01018165.1	NW_019047281.1
MVNR01030392.1	orpheusFish_scaffold30392
MVNR01021884.1	orpheusFish_scaffold21884
MVNR01016181.1	orpheusFish_scaffold16181
MVNR01001801.1	NW_019030917.1
MVNR01005910.1	orpheusFish_scaffold5910
MVNR01001439.1	orpheusFish_scaffold1439
MVNR01015328.1	orpheusFish_scaffold15328
MVNR01022948.1	NW_019052064.1
MVNR01008217.1	NW_019037333.1
MVNR01003242.1	NW_019032358.1
MVNR01010948.1	NW_019040064.1
MVNR01030060.1	orpheusFish_scaffold30060
MVNR01016796.1	orpheusFish_scaffold16796
MVNR01030298.1	orpheusFish_scaffold30298
MVNR01006067.1	orpheusFish_scaffold6067
MVNR01006381.1	NW_019035497.1
MVNR01029524.1	NW_019058640.1
MVNR01028233.1	orpheusFish_scaffold28233
MVNR01015096.1	NW_019044212.1
MVNR01020552.1	orpheusFish_scaffold20552
MVNR01004282.1	orpheusFish_scaffold4282
MVNR01002751.1	NW_019031867.1
MVNR01027203.1	orpheusFish_scaffold27203
MVNR01022890.1	NW_019052006.1
MVNR01021545.1	orpheusFish_scaffold21545
MVNR01026831.1	orpheusFish_scaffold26831
MVNR01011982.1	orpheusFish_scaffold11982
MVNR01018358.1	orpheusFish_scaffold18358
MVNR01009778.1	orpheusFish_scaffold9778
MVNR01016970.1	orpheusFish_scaffold16970
MVNR01023430.1	NW_019052546.1
MVNR01000188.1	orpheusFish_scaffold188
MVNR01025929.1	NW_019055045.1
MVNR01017076.1	orpheusFish_scaffold17076
MVNR01020962.1	orpheusFish_scaffold20962
MVNR01013110.1	orpheusFish_scaffold13110
MVNR01013189.1	NW_019042305.1
MVNR01003618.1	orpheusFish_scaffold3618
MVNR01002463.1	NW_019031579.1
MVNR01010127.1	orpheusFish_scaffold10127
MVNR01000215.1	orpheusFish_scaffold215
MVNR01008217.1	orpheusFish_scaffold8217
MVNR01021148.1	orpheusFish_scaffold21148
MVNR01004107.1	orpheusFish_scaffold4107
MVNR01009805.1	NW_019038921.1
MVNR01004284.1	orpheusFish_scaffold4284
MVNR01000373.1	orpheusFish_scaffold373
MVNR01003756.1	NW_019032872.1
MVNR01000472.1	orpheusFish_scaffold472
MVNR01007874.1	orpheusFish_scaffold7874
MVNR01002106.1	NW_019031222.1
MVNR01006323.1	orpheusFish_scaffold6323
MVNR01010962.1	NW_019040078.1
MVNR01022368.1	orpheusFish_scaffold22368
MVNR01027367.1	NW_019056483.1
MVNR01023919.1	orpheusFish_scaffold23919
MVNR01022994.1	orpheusFish_scaffold22994
MVNR01012674.1	NW_019041790.1
MVNR01001203.1	NW_019030319.1
MVNR01028161.1	orpheusFish_scaffold28161
MVNR01013646.1	orpheusFish_scaffold13646
MVNR01005295.1	orpheusFish_scaffold5295
MVNR01019191.1	orpheusFish_scaffold19191
MVNR01027201.1	NW_019056317.1
MVNR01008431.1	orpheusFish_scaffold8431
MVNR01003673.1	orpheusFish_scaffold3673
MVNR01014018.1	orpheusFish_scaffold14018
MVNR01015433.1	NW_019044549.1
MVNR01025827.1	orpheusFish_scaffold25827
MVNR01004895.1	orpheusFish_scaffold4895
MVNR01015585.1	orpheusFish_scaffold15585
MVNR01015820.1	orpheusFish_scaffold15820
MVNR01018585.1	orpheusFish_scaffold18585
MVNR01001027.1	NW_019030143.1
MVNR01018439.1	orpheusFish_scaffold18439
MVNR01010281.1	orpheusFish_scaffold10281
MVNR01015065.1	NW_019044181.1
MVNR01013604.1	orpheusFish_scaffold13604
MVNR01026993.1	NW_019056109.1
MVNR01029642.1	orpheusFish_scaffold29642
MVNR01014138.1	NW_019043254.1
MVNR01023474.1	NW_019052590.1
MVNR01026707.1	orpheusFish_scaffold26707
MVNR01016515.1	orpheusFish_scaffold16515
MVNR01020894.1	orpheusFish_scaffold20894
MVNR01001888.1	orpheusFish_scaffold1888
MVNR01003527.1	orpheusFish_scaffold3527
MVNR01021158.1	NW_019050274.1
MVNR01007697.1	orpheusFish_scaffold7697
MVNR01022153.1	NW_019051269.1
MVNR01003239.1	orpheusFish_scaffold3239
MVNR01006403.1	orpheusFish_scaffold6403
MVNR01015853.1	orpheusFish_scaffold15853
MVNR01014924.1	NW_019044040.1
MVNR01020531.1	orpheusFish_scaffold20531
MVNR01005880.1	orpheusFish_scaffold5880
MVNR01001373.1	orpheusFish_scaffold1373
MVNR01022581.1	orpheusFish_scaffold22581
MVNR01021596.1	NW_019050712.1
MVNR01020003.1	NW_019049119.1
MVNR01010211.1	orpheusFish_scaffold10211
MVNR01020949.1	orpheusFish_scaffold20949
MVNR01029226.1	orpheusFish_scaffold29226
MVNR01021230.1	orpheusFish_scaffold21230
MVNR01007019.1	NW_019036135.1
MVNR01012539.1	orpheusFish_scaffold12539
MVNR01008796.1	NW_019037912.1
MVNR01005614.1	NW_019034730.1
MVNR01022840.1	NW_019051956.1
MVNR01029059.1	NW_019058175.1
MVNR01002093.1	orpheusFish_scaffold2093
