GL251067.1	NW_003276017.1
GL256063.1	NW_003281013.1
GL210004.1	NW_003234954.1
GL206174.1	NW_003231124.1
GL263643.1	NW_003288593.1
GL195645.1	NW_003220595.1
GL265345.1	NW_003290295.1
GL242305.1	NW_003267255.1
GL220288.1	NW_003245238.1
GL259336.1	NW_003284286.1
GL265142.1	NW_003290092.1
GL204792.1	NW_003229742.1
GL210458.1	NW_003235408.1
GL233130.1	NW_003258080.1
GL272850.1	NW_003297800.1
GL222060.1	NW_003247010.1
GL192885.1	NW_003217835.1
GL231692.1	NW_003256642.1
GL208420.1	NW_003233370.1
GL214254.1	NW_003239204.1
GL233917.1	NW_003258867.1
GL236533.1	NW_003261483.1
GL249222.1	NW_003274172.1
GL226108.1	NW_003251058.1
GL246440.1	NW_003271390.1
GL207678.1	NW_003232628.1
GL192567.1	NW_003217517.1
GL237990.1	NW_003262940.1
GL247912.1	NW_003272862.1
GL225166.1	NW_003250116.1
GL241113.1	NW_003266063.1
GL251578.1	NW_003276528.1
GL260551.1	NW_003285501.1
GL243195.1	NW_003268145.1
GL244479.1	NW_003269429.1
GL221473.1	NW_003246423.1
GL264214.1	NW_003289164.1
GL206968.1	NW_003231918.1
GL247977.1	NW_003272927.1
GL264095.1	NW_003289045.1
GL245280.1	NW_003270230.1
GL230297.1	NW_003255247.1
GL235704.1	NW_003260654.1
GL258103.1	NW_003283053.1
GL215340.1	NW_003240290.1
GL272438.1	NW_003297388.1
GL202866.1	NW_003227816.1
GL199437.1	NW_003224387.1
GL226321.1	NW_003251271.1
GL198501.1	NW_003223451.1
GL194644.1	NW_003219594.1
GL228346.1	NW_003253296.1
GL215849.1	NW_003240799.1
GL192462.1	NW_003217412.1
GL235624.1	NW_003260574.1
GL212010.1	NW_003236960.1
GL232209.1	NW_003257159.1
GL267498.1	NW_003292448.1
GL246977.1	NW_003271927.1
GL241946.1	NW_003266896.1
GL215271.1	NW_003240221.1
GL239945.1	NW_003264895.1
GL250539.1	NW_003275489.1
GL245253.1	NW_003270203.1
GL248162.1	NW_003273112.1
GL193353.1	NW_003218303.1
GL268195.1	NW_003293145.1
GL239195.1	NW_003264145.1
GL245612.1	NW_003270562.1
GL223059.1	NW_003248009.1
GL249059.1	NW_003274009.1
GL210837.1	NW_003235787.1
GL253375.1	NW_003278325.1
GL226143.1	NW_003251093.1
GL267806.1	NW_003292756.1
GL231797.1	NW_003256747.1
GL211939.1	NW_003236889.1
GL238869.1	NW_003263819.1
GL246230.1	NW_003271180.1
GL199628.1	NW_003224578.1
GL264940.1	NW_003289890.1
GL213172.1	NW_003238122.1
GL235472.1	NW_003260422.1
GL260668.1	NW_003285618.1
GL233028.1	NW_003257978.1
GL272498.1	NW_003297448.1
GL216107.1	NW_003241057.1
GL256590.1	NW_003281540.1
GL196280.1	NW_003221230.1
GL209242.1	NW_003234192.1
GL202700.1	NW_003227650.1
GL216724.1	NW_003241674.1
GL245087.1	NW_003270037.1
GL202838.1	NW_003227788.1
GL227845.1	NW_003252795.1
GL221073.1	NW_003246023.1
GL261451.1	NW_003286401.1
GL259843.1	NW_003284793.1
GL245004.1	NW_003269954.1
GL199068.1	NW_003224018.1
GL254628.1	NW_003279578.1
GL211509.1	NW_003236459.1
GL208345.1	NW_003233295.1
GL245864.1	NW_003270814.1
GL241809.1	NW_003266759.1
GL208763.1	NW_003233713.1
GL223032.1	NW_003247982.1
GL227647.1	NW_003252597.1
GL271421.1	NW_003296371.1
GL195176.1	NW_003220126.1
GL268571.1	NW_003293521.1
GL242971.1	NW_003267921.1
GL232600.1	NW_003257550.1
GL264182.1	NW_003289132.1
GL207311.1	NW_003232261.1
GL210672.1	NW_003235622.1
GL193264.1	NW_003218214.1
GL214539.1	NW_003239489.1
GL247928.1	NW_003272878.1
GL257832.1	NW_003282782.1
GL271882.1	NW_003296832.1
GL231868.1	NW_003256818.1
GL266175.1	NW_003291125.1
GL219207.1	NW_003244157.1
GL256435.1	NW_003281385.1
GL193809.1	NW_003218759.1
GL227412.1	NW_003252362.1
GL198238.1	NW_003223188.1
GL269864.1	NW_003294814.1
GL242856.1	NW_003267806.1
GL230900.1	NW_003255850.1
GL199753.1	NW_003224703.1
GL221143.1	NW_003246093.1
GL250523.1	NW_003275473.1
GL251371.1	NW_003276321.1
GL259635.1	NW_003284585.1
GL206690.1	NW_003231640.1
GL239932.1	NW_003264882.1
GL228016.1	NW_003252966.1
GL260979.1	NW_003285929.1
GL194097.1	NW_003219047.1
GL251703.1	NW_003276653.1
GL259319.1	NW_003284269.1
GL243776.1	NW_003268726.1
GL240439.1	NW_003265389.1
GL241613.1	NW_003266563.1
GL218526.1	NW_003243476.1
GL230766.1	NW_003255716.1
GL221640.1	NW_003246590.1
GL199089.1	NW_003224039.1
GL269111.1	NW_003294061.1
GL235776.1	NW_003260726.1
GL265742.1	NW_003290692.1
GL221178.1	NW_003246128.1
GL224713.1	NW_003249663.1
GL197031.1	NW_003221981.1
GL266082.1	NW_003291032.1
GL240797.1	NW_003265747.1
GL201881.1	NW_003226831.1
GL220824.1	NW_003245774.1
GL241801.1	NW_003266751.1
GL222908.1	NW_003247858.1
GL245054.1	NW_003270004.1
GL223495.1	NW_003248445.1
GL225795.1	NW_003250745.1
GL246949.1	NW_003271899.1
GL257237.1	NW_003282187.1
GL226790.1	NW_003251740.1
GL231715.1	NW_003256665.1
GL196773.1	NW_003221723.1
GL227388.1	NW_003252338.1
GL229519.1	NW_003254469.1
GL227042.1	NW_003251992.1
GL223383.1	NW_003248333.1
GL268612.1	NW_003293562.1
GL198498.1	NW_003223448.1
GL251203.1	NW_003276153.1
GL251334.1	NW_003276284.1
GL217295.1	NW_003242245.1
GL246543.1	NW_003271493.1
GL232256.1	NW_003257206.1
GL231062.1	NW_003256012.1
GL272463.1	NW_003297413.1
GL207177.1	NW_003232127.1
GL193058.1	NW_003218008.1
GL271980.1	NW_003296930.1
GL241279.1	NW_003266229.1
GL200180.1	NW_003225130.1
GL228313.1	NW_003253263.1
GL227017.1	NW_003251967.1
GL268165.1	NW_003293115.1
GL242667.1	NW_003267617.1
GL239165.1	NW_003264115.1
GL212942.1	NW_003237892.1
GL229287.1	NW_003254237.1
GL220993.1	NW_003245943.1
GL268381.1	NW_003293331.1
GL260442.1	NW_003285392.1
GL198187.1	NW_003223137.1
GL244535.1	NW_003269485.1
GL215951.1	NW_003240901.1
GL252565.1	NW_003277515.1
GL234400.1	NW_003259350.1
GL270702.1	NW_003295652.1
GL239154.1	NW_003264104.1
GL201776.1	NW_003226726.1
GL226259.1	NW_003251209.1
GL250165.1	NW_003275115.1
GL260022.1	NW_003284972.1
GL226792.1	NW_003251742.1
GL237445.1	NW_003262395.1
GL263953.1	NW_003288903.1
GL227088.1	NW_003252038.1
GL265046.1	NW_003289996.1
GL212793.1	NW_003237743.1
GL211820.1	NW_003236770.1
GL215851.1	NW_003240801.1
GL270015.1	NW_003294965.1
GL251410.1	NW_003276360.1
GL231802.1	NW_003256752.1
GL200615.1	NW_003225565.1
GL252986.1	NW_003277936.1
GL260322.1	NW_003285272.1
GL242941.1	NW_003267891.1
GL237692.1	NW_003262642.1
GL211260.1	NW_003236210.1
GL258998.1	NW_003283948.1
GL263617.1	NW_003288567.1
GL258687.1	NW_003283637.1
GL265463.1	NW_003290413.1
GL197959.1	NW_003222909.1
GL252822.1	NW_003277772.1
GL264050.1	NW_003289000.1
GL257727.1	NW_003282677.1
GL193170.1	NW_003218120.1
GL222248.1	NW_003247198.1
GL210869.1	NW_003235819.1
GL201277.1	NW_003226227.1
GL247149.1	NW_003272099.1
GL226967.1	NW_003251917.1
GL237816.1	NW_003262766.1
GL240769.1	NW_003265719.1
GL227082.1	NW_003252032.1
GL209835.1	NW_003234785.1
GL232434.1	NW_003257384.1
GL258093.1	NW_003283043.1
GL218662.1	NW_003243612.1
GL199620.1	NW_003224570.1
GL248190.1	NW_003273140.1
GL265078.1	NW_003290028.1
GL263544.1	NW_003288494.1
GL227679.1	NW_003252629.1
GL254793.1	NW_003279743.1
GL243430.1	NW_003268380.1
GL252195.1	NW_003277145.1
GL239319.1	NW_003264269.1
GL255342.1	NW_003280292.1
GL220373.1	NW_003245323.1
GL247137.1	NW_003272087.1
GL201498.1	NW_003226448.1
GL230065.1	NW_003255015.1
GL244582.1	NW_003269532.1
GL260373.1	NW_003285323.1
GL230706.1	NW_003255656.1
GL198347.1	NW_003223297.1
GL271329.1	NW_003296279.1
GL223386.1	NW_003248336.1
GL257363.1	NW_003282313.1
GL198727.1	NW_003223677.1
GL226571.1	NW_003251521.1
GL259543.1	NW_003284493.1
GL215627.1	NW_003240577.1
GL234902.1	NW_003259852.1
GL197507.1	NW_003222457.1
GL223020.1	NW_003247970.1
GL252313.1	NW_003277263.1
GL235102.1	NW_003260052.1
GL252685.1	NW_003277635.1
GL219061.1	NW_003244011.1
GL244351.1	NW_003269301.1
GL207414.1	NW_003232364.1
GL267811.1	NW_003292761.1
GL205058.1	NW_003230008.1
GL254327.1	NW_003279277.1
GL244885.1	NW_003269835.1
GL209045.1	NW_003233995.1
GL211390.1	NW_003236340.1
GL261990.1	NW_003286940.1
GL244051.1	NW_003269001.1
GL193145.1	NW_003218095.1
GL272044.1	NW_003296994.1
GL249004.1	NW_003273954.1
GL217038.1	NW_003241988.1
GL258137.1	NW_003283087.1
GL224384.1	NW_003249334.1
GL268108.1	NW_003293058.1
GL196200.1	NW_003221150.1
GL214749.1	NW_003239699.1
GL246055.1	NW_003271005.1
GL231733.1	NW_003256683.1
GL215648.1	NW_003240598.1
GL261342.1	NW_003286292.1
GL216784.1	NW_003241734.1
GL196357.1	NW_003221307.1
GL269233.1	NW_003294183.1
GL198793.1	NW_003223743.1
GL271549.1	NW_003296499.1
GL224396.1	NW_003249346.1
GL235068.1	NW_003260018.1
GL192412.1	NW_003217362.1
GL268801.1	NW_003293751.1
GL208273.1	NW_003233223.1
GL263602.1	NW_003288552.1
GL261802.1	NW_003286752.1
GL214380.1	NW_003239330.1
GL268463.1	NW_003293413.1
GL227325.1	NW_003252275.1
GL234495.1	NW_003259445.1
GL211634.1	NW_003236584.1
GL221379.1	NW_003246329.1
GL246523.1	NW_003271473.1
GL248441.1	NW_003273391.1
GL194857.1	NW_003219807.1
GL222947.1	NW_003247897.1
GL200271.1	NW_003225221.1
GL193685.1	NW_003218635.1
GL217603.1	NW_003242553.1
GL200075.1	NW_003225025.1
GL239551.1	NW_003264501.1
GL235252.1	NW_003260202.1
GL196657.1	NW_003221607.1
GL197914.1	NW_003222864.1
GL256583.1	NW_003281533.1
GL235940.1	NW_003260890.1
GL205894.1	NW_003230844.1
GL256838.1	NW_003281788.1
GL204732.1	NW_003229682.1
GL272128.1	NW_003297078.1
GL196815.1	NW_003221765.1
GL225593.1	NW_003250543.1
GL226033.1	NW_003250983.1
GL232945.1	NW_003257895.1
GL222708.1	NW_003247658.1
GL245680.1	NW_003270630.1
GL256372.1	NW_003281322.1
GL227137.1	NW_003252087.1
GL261410.1	NW_003286360.1
GL199150.1	NW_003224100.1
GL211157.1	NW_003236107.1
GL251484.1	NW_003276434.1
GL192972.1	NW_003217922.1
GL229363.1	NW_003254313.1
GL225735.1	NW_003250685.1
GL231820.1	NW_003256770.1
GL233956.1	NW_003258906.1
GL227357.1	NW_003252307.1
GL234900.1	NW_003259850.1
GL228603.1	NW_003253553.1
GL194130.1	NW_003219080.1
GL199610.1	NW_003224560.1
GL222905.1	NW_003247855.1
GL204927.1	NW_003229877.1
GL215048.1	NW_003239998.1
GL228991.1	NW_003253941.1
GL249237.1	NW_003274187.1
GL211718.1	NW_003236668.1
GL210061.1	NW_003235011.1
GL207015.1	NW_003231965.1
GL250980.1	NW_003275930.1
GL204722.1	NW_003229672.1
GL272903.1	NW_003297853.1
GL226674.1	NW_003251624.1
GL267588.1	NW_003292538.1
GL199672.1	NW_003224622.1
GL218828.1	NW_003243778.1
GL195659.1	NW_003220609.1
GL266206.1	NW_003291156.1
GL268931.1	NW_003293881.1
GL201112.1	NW_003226062.1
GL193617.1	NW_003218567.1
GL212107.1	NW_003237057.1
GL200669.1	NW_003225619.1
GL255616.1	NW_003280566.1
GL209413.1	NW_003234363.1
GL236819.1	NW_003261769.1
GL220002.1	NW_003244952.1
GL207991.1	NW_003232941.1
GL204358.1	NW_003229308.1
GL249439.1	NW_003274389.1
GL206536.1	NW_003231486.1
GL219624.1	NW_003244574.1
GL224865.1	NW_003249815.1
GL220546.1	NW_003245496.1
GL213140.1	NW_003238090.1
GL271437.1	NW_003296387.1
GL228705.1	NW_003253655.1
GL235473.1	NW_003260423.1
GL252662.1	NW_003277612.1
GL217908.1	NW_003242858.1
GL265218.1	NW_003290168.1
GL240323.1	NW_003265273.1
GL253222.1	NW_003278172.1
GL247200.1	NW_003272150.1
GL263025.1	NW_003287975.1
GL199829.1	NW_003224779.1
GL227506.1	NW_003252456.1
GL241773.1	NW_003266723.1
GL256759.1	NW_003281709.1
GL270704.1	NW_003295654.1
GL232510.1	NW_003257460.1
GL206913.1	NW_003231863.1
GL204482.1	NW_003229432.1
GL215312.1	NW_003240262.1
GL216653.1	NW_003241603.1
GL259036.1	NW_003283986.1
GL221190.1	NW_003246140.1
GL192804.1	NW_003217754.1
GL267452.1	NW_003292402.1
GL259707.1	NW_003284657.1
GL213550.1	NW_003238500.1
GL257338.1	NW_003282288.1
GL253653.1	NW_003278603.1
GL252833.1	NW_003277783.1
GL258080.1	NW_003283030.1
GL239494.1	NW_003264444.1
GL227961.1	NW_003252911.1
GL210316.1	NW_003235266.1
GL212905.1	NW_003237855.1
GL238823.1	NW_003263773.1
GL231688.1	NW_003256638.1
GL223662.1	NW_003248612.1
GL259397.1	NW_003284347.1
GL224817.1	NW_003249767.1
GL225566.1	NW_003250516.1
GL248650.1	NW_003273600.1
GL233855.1	NW_003258805.1
GL234249.1	NW_003259199.1
GL213281.1	NW_003238231.1
GL252744.1	NW_003277694.1
GL200524.1	NW_003225474.1
GL236900.1	NW_003261850.1
GL246019.1	NW_003270969.1
GL228144.1	NW_003253094.1
GL233454.1	NW_003258404.1
GL244003.1	NW_003268953.1
GL264842.1	NW_003289792.1
GL194567.1	NW_003219517.1
GL259670.1	NW_003284620.1
GL194480.1	NW_003219430.1
GL273460.1	NW_003298410.1
GL246518.1	NW_003271468.1
GL225769.1	NW_003250719.1
GL214848.1	NW_003239798.1
GL243431.1	NW_003268381.1
GL193260.1	NW_003218210.1
GL206672.1	NW_003231622.1
GL205704.1	NW_003230654.1
GL261187.1	NW_003286137.1
GL271489.1	NW_003296439.1
GL196615.1	NW_003221565.1
GL197882.1	NW_003222832.1
GL195430.1	NW_003220380.1
GL266772.1	NW_003291722.1
GL246312.1	NW_003271262.1
GL195323.1	NW_003220273.1
GL202938.1	NW_003227888.1
GL272994.1	NW_003297944.1
GL240049.1	NW_003264999.1
GL242987.1	NW_003267937.1
GL196351.1	NW_003221301.1
GL222679.1	NW_003247629.1
GL215817.1	NW_003240767.1
GL272572.1	NW_003297522.1
GL194843.1	NW_003219793.1
GL259501.1	NW_003284451.1
GL221489.1	NW_003246439.1
GL216080.1	NW_003241030.1
GL244614.1	NW_003269564.1
GL268884.1	NW_003293834.1
GL253345.1	NW_003278295.1
GL228411.1	NW_003253361.1
GL227114.1	NW_003252064.1
GL200303.1	NW_003225253.1
GL198628.1	NW_003223578.1
GL214884.1	NW_003239834.1
GL273498.1	NW_003298448.1
GL252626.1	NW_003277576.1
GL217298.1	NW_003242248.1
GL226463.1	NW_003251413.1
GL200992.1	NW_003225942.1
GL246061.1	NW_003271011.1
GL193987.1	NW_003218937.1
GL257546.1	NW_003282496.1
GL235340.1	NW_003260290.1
GL207996.1	NW_003232946.1
GL221135.1	NW_003246085.1
GL257505.1	NW_003282455.1
GL209927.1	NW_003234877.1
GL254534.1	NW_003279484.1
GL235991.1	NW_003260941.1
GL207800.1	NW_003232750.1
GL244526.1	NW_003269476.1
GL200238.1	NW_003225188.1
GL202843.1	NW_003227793.1
GL198500.1	NW_003223450.1
GL201931.1	NW_003226881.1
GL273767.1	NW_003298717.1
GL238598.1	NW_003263548.1
GL239375.1	NW_003264325.1
GL209392.1	NW_003234342.1
GL240296.1	NW_003265246.1
GL266722.1	NW_003291672.1
GL205382.1	NW_003230332.1
GL264305.1	NW_003289255.1
GL266029.1	NW_003290979.1
GL243235.1	NW_003268185.1
GL217401.1	NW_003242351.1
GL204988.1	NW_003229938.1
GL266824.1	NW_003291774.1
GL200840.1	NW_003225790.1
GL238743.1	NW_003263693.1
GL215652.1	NW_003240602.1
GL211923.1	NW_003236873.1
GL212506.1	NW_003237456.1
GL271501.1	NW_003296451.1
GL247615.1	NW_003272565.1
GL213516.1	NW_003238466.1
GL256362.1	NW_003281312.1
GL261130.1	NW_003286080.1
GL240173.1	NW_003265123.1
GL239938.1	NW_003264888.1
GL207315.1	NW_003232265.1
GL203044.1	NW_003227994.1
GL212385.1	NW_003237335.1
GL237364.1	NW_003262314.1
GL219908.1	NW_003244858.1
GL257557.1	NW_003282507.1
GL250958.1	NW_003275908.1
GL205062.1	NW_003230012.1
GL257465.1	NW_003282415.1
GL236959.1	NW_003261909.1
GL244254.1	NW_003269204.1
GL209253.1	NW_003234203.1
GL196914.1	NW_003221864.1
GL222056.1	NW_003247006.1
GL206542.1	NW_003231492.1
GL207043.1	NW_003231993.1
GL208879.1	NW_003233829.1
GL260777.1	NW_003285727.1
GL212837.1	NW_003237787.1
GL270829.1	NW_003295779.1
GL235148.1	NW_003260098.1
GL268279.1	NW_003293229.1
GL272466.1	NW_003297416.1
GL262068.1	NW_003287018.1
GL258484.1	NW_003283434.1
GL233328.1	NW_003258278.1
GL200757.1	NW_003225707.1
GL192349.1	NW_003217299.1
GL251990.1	NW_003276940.1
GL250698.1	NW_003275648.1
GL219701.1	NW_003244651.1
GL198429.1	NW_003223379.1
GL240719.1	NW_003265669.1
GL268973.1	NW_003293923.1
GL272233.1	NW_003297183.1
GL221691.1	NW_003246641.1
GL233832.1	NW_003258782.1
GL197892.1	NW_003222842.1
GL250625.1	NW_003275575.1
GL194233.1	NW_003219183.1
GL265840.1	NW_003290790.1
GL233377.1	NW_003258327.1
GL245175.1	NW_003270125.1
GL217347.1	NW_003242297.1
GL222329.1	NW_003247279.1
GL224612.1	NW_003249562.1
GL207856.1	NW_003232806.1
GL243419.1	NW_003268369.1
GL260684.1	NW_003285634.1
GL264000.1	NW_003288950.1
GL201631.1	NW_003226581.1
GL234639.1	NW_003259589.1
GL233126.1	NW_003258076.1
GL260025.1	NW_003284975.1
GL216404.1	NW_003241354.1
GL214551.1	NW_003239501.1
GL256796.1	NW_003281746.1
GL241026.1	NW_003265976.1
GL226812.1	NW_003251762.1
GL225980.1	NW_003250930.1
GL219115.1	NW_003244065.1
GL233687.1	NW_003258637.1
GL251941.1	NW_003276891.1
GL234284.1	NW_003259234.1
GL205561.1	NW_003230511.1
GL271527.1	NW_003296477.1
GL204300.1	NW_003229250.1
GL256309.1	NW_003281259.1
GL230098.1	NW_003255048.1
GL273208.1	NW_003298158.1
GL256904.1	NW_003281854.1
GL212743.1	NW_003237693.1
GL203122.1	NW_003228072.1
GL269302.1	NW_003294252.1
GL226284.1	NW_003251234.1
GL194408.1	NW_003219358.1
GL240408.1	NW_003265358.1
GL212240.1	NW_003237190.1
GL213163.1	NW_003238113.1
GL241658.1	NW_003266608.1
GL199415.1	NW_003224365.1
GL219433.1	NW_003244383.1
GL192482.1	NW_003217432.1
GL241350.1	NW_003266300.1
GL211318.1	NW_003236268.1
GL212863.1	NW_003237813.1
GL245732.1	NW_003270682.1
GL223799.1	NW_003248749.1
GL204421.1	NW_003229371.1
GL200405.1	NW_003225355.1
GL248317.1	NW_003273267.1
GL198845.1	NW_003223795.1
GL198364.1	NW_003223314.1
GL224092.1	NW_003249042.1
GL220750.1	NW_003245700.1
GL200275.1	NW_003225225.1
GL200086.1	NW_003225036.1
GL248166.1	NW_003273116.1
GL194504.1	NW_003219454.1
GL222086.1	NW_003247036.1
GL236612.1	NW_003261562.1
GL225846.1	NW_003250796.1
GL202025.1	NW_003226975.1
GL260658.1	NW_003285608.1
GL222129.1	NW_003247079.1
GL238592.1	NW_003263542.1
GL264419.1	NW_003289369.1
GL264701.1	NW_003289651.1
GL262552.1	NW_003287502.1
GL270437.1	NW_003295387.1
GL202910.1	NW_003227860.1
GL194960.1	NW_003219910.1
GL216328.1	NW_003241278.1
GL231779.1	NW_003256729.1
GL207562.1	NW_003232512.1
GL208856.1	NW_003233806.1
GL257574.1	NW_003282524.1
GL254359.1	NW_003279309.1
GL239696.1	NW_003264646.1
GL273366.1	NW_003298316.1
GL225720.1	NW_003250670.1
GL256183.1	NW_003281133.1
GL268832.1	NW_003293782.1
GL262384.1	NW_003287334.1
GL244859.1	NW_003269809.1
GL207684.1	NW_003232634.1
GL269475.1	NW_003294425.1
GL261544.1	NW_003286494.1
GL234874.1	NW_003259824.1
GL268510.1	NW_003293460.1
GL271712.1	NW_003296662.1
GL222051.1	NW_003247001.1
GL210641.1	NW_003235591.1
GL207080.1	NW_003232030.1
GL206101.1	NW_003231051.1
GL268687.1	NW_003293637.1
GL266215.1	NW_003291165.1
GL268669.1	NW_003293619.1
GL196702.1	NW_003221652.1
GL197290.1	NW_003222240.1
GL247961.1	NW_003272911.1
GL211429.1	NW_003236379.1
GL250973.1	NW_003275923.1
GL207918.1	NW_003232868.1
GL192808.1	NW_003217758.1
GL214906.1	NW_003239856.1
GL198641.1	NW_003223591.1
GL213511.1	NW_003238461.1
GL219639.1	NW_003244589.1
GL209169.1	NW_003234119.1
GL221815.1	NW_003246765.1
GL198956.1	NW_003223906.1
GL263935.1	NW_003288885.1
GL244674.1	NW_003269624.1
GL209062.1	NW_003234012.1
GL264613.1	NW_003289563.1
GL272512.1	NW_003297462.1
GL229093.1	NW_003254043.1
GL225658.1	NW_003250608.1
GL228985.1	NW_003253935.1
GL193163.1	NW_003218113.1
GL261986.1	NW_003286936.1
GL234872.1	NW_003259822.1
GL245363.1	NW_003270313.1
GL242926.1	NW_003267876.1
GL245462.1	NW_003270412.1
GL241575.1	NW_003266525.1
GL197093.1	NW_003222043.1
GL266168.1	NW_003291118.1
GL232602.1	NW_003257552.1
GL230922.1	NW_003255872.1
GL228304.1	NW_003253254.1
GL207221.1	NW_003232171.1
GL227932.1	NW_003252882.1
GL239442.1	NW_003264392.1
GL256200.1	NW_003281150.1
GL208876.1	NW_003233826.1
GL215361.1	NW_003240311.1
GL237469.1	NW_003262419.1
GL245223.1	NW_003270173.1
GL240796.1	NW_003265746.1
GL266507.1	NW_003291457.1
GL244766.1	NW_003269716.1
GL268566.1	NW_003293516.1
GL266226.1	NW_003291176.1
GL223135.1	NW_003248085.1
GL263327.1	NW_003288277.1
GL249846.1	NW_003274796.1
GL252053.1	NW_003277003.1
GL239180.1	NW_003264130.1
GL266038.1	NW_003290988.1
GL214658.1	NW_003239608.1
GL209080.1	NW_003234030.1
GL208041.1	NW_003232991.1
GL219812.1	NW_003244762.1
GL200099.1	NW_003225049.1
GL239200.1	NW_003264150.1
GL247238.1	NW_003272188.1
GL236719.1	NW_003261669.1
GL247850.1	NW_003272800.1
GL249976.1	NW_003274926.1
GL217802.1	NW_003242752.1
GL222418.1	NW_003247368.1
GL217306.1	NW_003242256.1
GL219147.1	NW_003244097.1
GL211197.1	NW_003236147.1
GL207173.1	NW_003232123.1
GL226675.1	NW_003251625.1
GL240243.1	NW_003265193.1
GL259964.1	NW_003284914.1
GL260274.1	NW_003285224.1
GL225874.1	NW_003250824.1
GL207206.1	NW_003232156.1
GL256300.1	NW_003281250.1
GL222702.1	NW_003247652.1
GL250873.1	NW_003275823.1
GL251951.1	NW_003276901.1
GL208090.1	NW_003233040.1
GL265854.1	NW_003290804.1
GL244600.1	NW_003269550.1
GL241303.1	NW_003266253.1
GL250388.1	NW_003275338.1
GL205318.1	NW_003230268.1
GL199634.1	NW_003224584.1
GL236298.1	NW_003261248.1
GL252332.1	NW_003277282.1
GL204514.1	NW_003229464.1
GL244383.1	NW_003269333.1
GL266635.1	NW_003291585.1
GL218060.1	NW_003243010.1
GL225164.1	NW_003250114.1
GL199691.1	NW_003224641.1
GL267151.1	NW_003292101.1
GL199278.1	NW_003224228.1
GL212624.1	NW_003237574.1
GL203073.1	NW_003228023.1
GL255417.1	NW_003280367.1
GL254514.1	NW_003279464.1
GL216373.1	NW_003241323.1
GL211787.1	NW_003236737.1
GL205612.1	NW_003230562.1
GL273477.1	NW_003298427.1
GL273533.1	NW_003298483.1
GL222478.1	NW_003247428.1
GL215458.1	NW_003240408.1
GL246205.1	NW_003271155.1
GL238966.1	NW_003263916.1
GL214438.1	NW_003239388.1
GL254238.1	NW_003279188.1
GL236364.1	NW_003261314.1
GL253338.1	NW_003278288.1
GL199536.1	NW_003224486.1
GL203242.1	NW_003228192.1
GL226356.1	NW_003251306.1
GL252382.1	NW_003277332.1
GL213420.1	NW_003238370.1
GL194667.1	NW_003219617.1
GL272303.1	NW_003297253.1
GL204280.1	NW_003229230.1
GL250291.1	NW_003275241.1
GL255749.1	NW_003280699.1
GL199684.1	NW_003224634.1
GL254746.1	NW_003279696.1
GL216428.1	NW_003241378.1
GL232473.1	NW_003257423.1
GL193227.1	NW_003218177.1
GL255666.1	NW_003280616.1
GL195101.1	NW_003220051.1
GL211689.1	NW_003236639.1
GL235229.1	NW_003260179.1
GL272152.1	NW_003297102.1
GL228758.1	NW_003253708.1
GL207213.1	NW_003232163.1
GL243980.1	NW_003268930.1
GL256104.1	NW_003281054.1
GL241743.1	NW_003266693.1
GL234198.1	NW_003259148.1
GL220509.1	NW_003245459.1
GL271615.1	NW_003296565.1
GL250566.1	NW_003275516.1
GL198885.1	NW_003223835.1
GL258930.1	NW_003283880.1
GL260207.1	NW_003285157.1
GL203234.1	NW_003228184.1
GL264784.1	NW_003289734.1
GL224193.1	NW_003249143.1
GL270850.1	NW_003295800.1
GL254966.1	NW_003279916.1
GL199500.1	NW_003224450.1
GL203739.1	NW_003228689.1
GL208788.1	NW_003233738.1
GL218273.1	NW_003243223.1
GL265134.1	NW_003290084.1
GL245728.1	NW_003270678.1
GL234432.1	NW_003259382.1
GL204605.1	NW_003229555.1
GL229940.1	NW_003254890.1
GL243446.1	NW_003268396.1
GL264892.1	NW_003289842.1
GL194374.1	NW_003219324.1
GL245268.1	NW_003270218.1
GL205282.1	NW_003230232.1
GL208849.1	NW_003233799.1
GL218750.1	NW_003243700.1
GL194853.1	NW_003219803.1
GL247787.1	NW_003272737.1
GL214671.1	NW_003239621.1
GL271277.1	NW_003296227.1
GL199163.1	NW_003224113.1
GL251016.1	NW_003275966.1
GL266608.1	NW_003291558.1
GL214838.1	NW_003239788.1
GL209610.1	NW_003234560.1
GL223269.1	NW_003248219.1
GL254264.1	NW_003279214.1
GL231982.1	NW_003256932.1
GL233701.1	NW_003258651.1
GL212171.1	NW_003237121.1
GL243090.1	NW_003268040.1
GL264153.1	NW_003289103.1
GL218263.1	NW_003243213.1
GL244155.1	NW_003269105.1
GL198352.1	NW_003223302.1
GL264116.1	NW_003289066.1
GL248944.1	NW_003273894.1
GL200132.1	NW_003225082.1
GL249625.1	NW_003274575.1
